,survey_info_response_id,demographic_distribution,non_cash_incentives,willingness,attitude,cash_incentives,education,demographic_practice_list,demographic_role_list,demographic_years_in_practice,demographic_us_region,demographic_acs_trauma_region,demographic_sample_size
27,R_12a6fhI3OGX81SR,lahey,-1.3261720414173022,-0.4051916782692236,0.5877614138286275,1.1921256797484272,0.42048262085152754,['Vascular Surgery'],,30,Northeast,1,38
28,R_3PjouE8FUpWk7pt,lahey,0.05212761321897435,0.9649415406285706,0.6970187486175144,0.12900729786591192,0.03463294302277907,['Colon and Rectal Surgery'],Department Chair,25,Northeast,1,38
29,R_1Fetqvf0h3BMHy6,lahey,1.3081279276044855,0.7117611510144843,0.1662689113310769,0.5400072956902467,1.081366657720032,['Vascular Surgery'],,12,Northeast,1,38
30,R_1od3OOTbbIE08m3,lahey,-0.5345417034089923,-3.945812394272822,-1.5223431120477477,-1.5311453536118658,-0.6121910629440179,['Vascular Surgery'],,3,Northeast,1,38
31,R_uaW8pwWcqkRvBDz,washu,1.3356214318674138,0.7672793964732713,1.0124265789305753,0.34583901872891604,0.030093099783423435,['Colon and Rectal Surgery'],Program Director (or Assistant Program Director),20,Midwest,7,99
32,R_6LQTpDF99cMnTgZ,lahey,-0.017580944361268426,0.5733339060814113,1.0346812646531183,0.6920212744959802,0.691986097262949,['Vascular Surgery'],"Department Chair,Program Director (or Assistant Program Director)",30,Northeast,1,38
33,R_3JsVq4SxhJ7N77Q,lahey,0.110212183657791,0.7290170808624886,-1.1839194555763846,-0.6546404097570252,-0.6000604496562117,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Breast Surgery', 'Endocrine Surgery', 'Surgical Oncology']",,,Northeast,1,38
34,R_24AfEtMwZ73MYRj,lahey,1.372362239040449,0.362190361749949,0.0966974861308467,0.5960959243122509,-0.49406381749646316,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Trauma Surgery/Critical Care']",,10,Northeast,1,38
35,R_3Gqcswr53rgE6g6,washu,0.6163210797091583,0.7358062028020407,0.18990741523751886,-0.8411580335120432,-0.2576129094908122,['Colon and Rectal Surgery'],,3,Midwest,7,99
36,R_2PC2kfsNSpHfqT6,washu,-1.0077328348815011,-0.5729458232115859,-1.3515643474236418,-0.2614653417104609,-1.1886954335516335,['Cardiac Surgery'],,1,Midwest,7,99
37,R_7PbnGOA09AbAlMZ,washu,2.008515362505192,0.4487034328384797,-0.9834333161070727,0.49805040779496085,-0.3020188403803346,['Breast Surgery'],Program Director (or Assistant Program Director),17,Midwest,7,99
38,R_239W2TdvkmwwlO3,washu,-0.8631746487025402,-0.858446664508766,-0.8608316294798243,0.6621617895393151,-0.7704592558395569,['Abdominal Wall/Hernia Surgery'],Program Director (or Assistant Program Director),8,Midwest,7,99
39,R_30eodJes6HCqG3p,washu,-1.1004262843384227,-1.222556990732969,-1.8494227257845983,-0.04631269427222008,-0.4938403987585948,['Trauma Surgery/Critical Care'],,5,Midwest,7,99
40,R_2atzrwARXYyEBaw,washu,-1.3128173083943857,0.8254868410193867,0.7079737538283492,0.2632851029177471,0.2174530480576799,['Thoracic Surgery'],,,Midwest,7,99
41,R_shxDQuuusF0Td4J,washu,1.4397987502423122,0.8601372179598463,-1.2167275529531627,-0.8181731664543677,1.5942419051616257,['Colon and Rectal Surgery'],Program Director (or Assistant Program Director),,Midwest,7,99
42,R_2pLzzV1ZoRrDqEu,washu,-1.1897638183810169,0.4882455929474429,1.0863951451155087,0.5454520782120116,0.5462418065859896,['Trauma Surgery/Critical Care'],,2,Midwest,7,99
43,R_3P77ogJCsXMLrkG,washu,-0.43594654787985265,0.7241628694268072,-0.004746643961939966,-2.2032431775982113,-0.38016503575031,['Pediatric Surgery'],,20,Midwest,7,99
44,R_ZsNmilpVTREaUEx,washu,0.34143035614388734,0.17087743074748946,-0.6929450978472153,-1.1830581838857355,-0.85066307064819,['Vascular Surgery'],Program Director (or Assistant Program Director),32,Midwest,7,99
45,R_3GrkOWBpB09cgN4,washu,-1.63296773864621,0.45791868207551006,1.4746728060904424,1.2477096429835393,0.6533902750266245,['Trauma Surgery/Critical Care'],,7,Midwest,7,99
46,R_23X2YZ01lZSOLvT,washu,-1.432407470446129,0.7693196650993248,1.7148490591040073,-0.4134469040616239,-0.297606645315097,"['Acute Care Surgery/Emergency General Surgery', 'Trauma Surgery/Critical Care']",Program Director (or Assistant Program Director),5,Midwest,7,99
47,R_1ITrvE9yk66ybGy,washu,-1.149474687992171,-0.1223270999638296,0.5508025523609512,-0.21620786998915417,-0.7441108705636382,['Vascular Surgery'],,8,Midwest,7,99
48,R_3dXmj7M29TwPkQE,washu,-0.6399329329391142,0.9058401015297141,1.1809474153762327,-1.90449431773365,0.0982135322162354,['Endocrine Surgery'],,4,Midwest,7,99
49,R_2DMIj31kHmMcbY8,washu,0.5102830764095614,1.1864292277948922,0.31745220894490594,-0.8378175525786495,-0.48639440218667296,"['Acute Care Surgery/Emergency General Surgery', 'Trauma Surgery/Critical Care']",,23,Midwest,7,99
50,R_2xLXZMsqc3X0hfL,washu,0.3181884607619504,-0.6801224598723323,0.5414081393499536,0.09009053758821546,-0.3872600276905615,['Pediatric Surgery'],,5,Midwest,7,99
51,R_1DIuaHXKz9twXg8,washu,1.8394129604942477,-0.40628075448547707,0.19558267837120052,0.4799482360287089,0.1467330625290577,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Colon and Rectal Surgery']",,28,Midwest,7,99
52,R_AssUgqlZQVHuQLL,washu,0.43135871392950886,-0.11107866360612731,0.6415868497924704,-2.521093096101462,-0.6699193613073922,['Bariatric/Minimally Invasive Surgery'],Program Director (or Assistant Program Director),26,Midwest,7,99
53,R_262oJgtZVMLIpez,ucsf,0.6580832089093814,-0.7877700825230505,1.8451448329595537,-2.1180738550938374,2.081299215374403,"['Abdominal Wall/Hernia Surgery', 'Breast Surgery', 'Other']",Program Director (or Assistant Program Director),10,West,9,123
54,R_1jHt76D3uTbxJgG,ucsf,0.3919565303422676,1.1137910122199777,-0.4719444932765944,1.0122064684283676,-0.34145098005507923,['Pediatric Surgery'],Program Director (or Assistant Program Director),11,West,9,123
55,R_3qeBJ1IW4jlSS3n,ucsf,-0.3194582005391632,-0.500007475452137,0.36977313514021065,0.9633071520656638,-1.2395907434349784,['Hepatopancreaticobiliary Surgery'],Program Director (or Assistant Program Director),46,West,9,123
56,R_b90CMdBj6iQqLU5,washu,-0.10779509788594104,-0.3277868527101681,-1.56552884677694,-0.22279543461664253,-0.9387447434803634,['Endocrine Surgery'],,23,Midwest,7,99
57,R_3Egxk6TdU3acfaa,washu,0.07890296746031428,0.9934733432471807,0.6123989164633206,0.9281820685419104,1.1199379867674468,['Thoracic Surgery'],,25,Midwest,7,99
58,R_PCIAHqBPdGfla6t,ucsf,0.5357050404390379,-0.00494188157787903,-0.023722122936386165,0.9030284348055172,-0.48349427364124714,['Cardiac Surgery'],,21,West,9,123
59,R_5tDgSd6XfVXHefL,ucsf,0.3980428690527372,-0.803112363308696,-0.1690647168631431,-1.588936106699198,0.16002188347613347,['Endocrine Surgery'],,20,West,9,123
60,R_3KotdALI6hAQecj,ucsf,0.4940222026153655,-0.24080092909989817,0.46762793921724144,0.8427244882505784,0.07567137893505238,['Thoracic Surgery'],Program Director (or Assistant Program Director),5,West,9,123
61,R_1hMvjd86HNKG9fZ,ucsf,0.10604532037709914,-0.08233049224769994,-1.4239921564830265,1.1930828814831735,-0.14377685080979846,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Breast Surgery', 'Colon and Rectal Surgery', 'Endocrine Surgery', 'Hepatopancreaticobiliary Surgery', 'Pediatric Surgery', 'Surgical Oncology', 'Thoracic Surgery', 'Trauma Surgery/Critical Care']",Sustainability Director (or Coordinator),40,West,9,123
62,R_AA2QAsjxWke1z2x,washu,-1.4826932990748654,0.30431673538713044,-1.8952949093548082,0.7997998899226761,0.6318269130307148,"['Breast Surgery', 'Surgical Oncology']",,20,Midwest,7,99
63,R_2f99mkgC2P2rK8j,ucsf,-1.058635143989503,-0.19708583725339315,-0.0942138355996171,0.373070511309789,-0.562281940740387,"['Abdominal Wall/Hernia Surgery', 'Other']",,5,West,9,123
64,R_2rpiMiAlsPTav2k,washu,-0.05721687841014279,-0.5546968456143972,0.701633346886925,-0.4218821049665907,-0.18331976506528835,['Bariatric/Minimally Invasive Surgery'],Program Director (or Assistant Program Director),14,Midwest,7,99
65,R_XtyH5hQvA3GzYop,washu,-0.10072096446456047,-0.3946338912715904,1.067202731077417,0.6530435917629694,-1.2985624060806673,['Bariatric/Minimally Invasive Surgery'],,7,Midwest,7,99
66,R_vHXlARDFRaRQBbj,lahey,0.4437796490194646,-1.8593439657838013,-0.2539838751235207,-0.45773359540173775,1.439621009746621,['Colon and Rectal Surgery'],Program Director (or Assistant Program Director),10,Northeast,1,38
67,R_38fWn4nWrwLvQgp,lahey,0.07350405128422141,-0.44194063800858824,-1.669891048633046,0.6323923646291341,-0.7841524152045376,"['Acute Care Surgery/Emergency General Surgery', 'Trauma Surgery/Critical Care']",,31,Northeast,1,38
68,R_9nUzzlmxsBmD31L,ucsf,-1.6833739455683168,1.0221461629531507,1.5934913196653873,0.9969195784069393,-0.6452018586085885,['Endocrine Surgery'],Program Director (or Assistant Program Director),16,West,9,123
69,R_6lg5NvipUsF30t3,washu,-0.7249608486595314,-0.5078164497116885,-0.8433843760739049,0.9859247337865011,-0.5403121283961219,['Trauma Surgery/Critical Care'],,1,Midwest,7,99
70,R_0kCFGtdXA2I7U7D,washu,-0.923873588507042,-0.24893974913756345,1.0414281435170998,0.20906374285699147,0.6573231147268491,['Hepatopancreaticobiliary Surgery'],,20,Midwest,7,99
71,R_xzJ4K6id78A5y2B,washu,-0.7145287499409866,0.9505141064624874,-1.4814331459321852,0.3308825519507245,0.5409609206987614,['Vascular Surgery'],,23,Midwest,7,99
72,R_2P8dQyyYMKqijQE,ucsf,0.361650508995321,-0.46468485873104054,0.9328133886252943,0.12383460816521888,-0.48620875079173725,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Colon and Rectal Surgery', 'Hepatopancreaticobiliary Surgery', 'Surgical Oncology']",,2,West,9,123
73,R_RDgsBQuNAN6zJh7,ucsf,-0.2686273525186354,-1.3228997339684607,-0.5417713546856651,-1.1001606242256738,1.5154767752351161,"['Acute Care Surgery/Emergency General Surgery', 'Trauma Surgery/Critical Care']",,3,West,9,123
74,R_1DZJ8RKyRh2ysE0,und,-0.19325380231289455,-0.9315968163392682,-1.286869751115466,-0.6256300525957154,-0.22642304344247513,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Trauma Surgery/Critical Care']",,30,Midwest,8,11
75,R_2EF4VCSzAejGddJ,lehigh,-0.7245527075043702,0.18097609614435559,0.009450057083450192,1.0269587160032467,0.5316667786905783,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Trauma Surgery/Critical Care']",Program Director (or Assistant Program Director),21,Northeast,3,55
76,R_1l9JWGNAOhwXL8A,lehigh,-0.9625321593892024,1.008437851449073,-2.213415316755259,-0.6755323703058076,0.32628119107811776,['Pediatric Surgery'],,14,Northeast,3,55
77,R_1rxAih9TOpteG5G,lehigh,0.6014731023040627,-0.173662824763439,-1.1552231477344823,0.9451988701609727,0.5449974256534438,['Acute Care Surgery/Emergency General Surgery'],,1,Northeast,3,55
78,R_2dviQmjAazqFaQo,lehigh,-0.6211992494802019,1.2675796929247845,-1.2492012503779342,-1.038898277072922,-1.169661526885397,['Pediatric Surgery'],,18,Northeast,3,55
79,R_2Vlj7rUE9JqtOd2,lehigh,-0.2539795309974046,-1.130300041707636,0.4949114956297395,0.2657913475473365,0.4549521427855788,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Trauma Surgery/Critical Care']",,16,Northeast,3,55
80,R_1gRvKfCTUXixOEb,lehigh,1.2131494437804282,0.08734822876855719,-0.0983504201329232,-0.09769159523607104,0.40155372053859645,['Vascular Surgery'],,25,Northeast,3,55
81,R_XzhJVEHKpVJNZpn,lehigh,1.3402537811625286,0.8735747077643271,0.6501313304808429,0.3394639664673184,0.3390706790872445,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Colon and Rectal Surgery', 'Hepatopancreaticobiliary Surgery']",Program Director (or Assistant Program Director),12,Northeast,3,55
82,R_1imx1MSykMkrOom,lehigh,-0.46731427642081846,-1.7965517661204315,-1.8688184152216685,-0.8629787425681343,-1.0082571666621938,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Endocrine Surgery']",,11,Northeast,3,55
83,R_2cdSJKOOxBslwUk,lehigh,-1.2319248765619397,0.7199025723732093,0.6890395840179872,0.7624326626163218,0.016894610313131473,"['Acute Care Surgery/Emergency General Surgery', 'Trauma Surgery/Critical Care']",,2,Northeast,3,55
84,R_1eWrKoksiLibRej,lehigh,0.8521898466626736,-0.011619672889951218,0.2648798368781295,0.7483502651668925,0.07707639582177771,['Vascular Surgery'],Program Director (or Assistant Program Director),15,Northeast,3,55
85,R_Zt98xiUdY2M5kcN,lehigh,-1.316384486001008,0.1626662544897129,-2.2814509836423116,0.9876601030486994,0.6909791004878517,"['Acute Care Surgery/Emergency General Surgery', 'Plastics Surgery', 'Trauma Surgery/Critical Care']",,25,Northeast,3,55
86,R_SUz7eT5rFdus8pP,washu,-0.1263006072343692,0.42891121005570837,0.90859049694114,0.584732271796688,-0.5033087833586212,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery']",,3,Midwest,7,99
87,R_3nkeXM71TuGtXY7,lehigh,-0.09635847978593953,1.1637359412547648,1.1081523856568196,-1.5685930884592236,-0.7653532421421282,['Bariatric/Minimally Invasive Surgery'],,17,Northeast,3,55
88,R_2EgCuYyTqjW8vx8,washu,0.9501714339821176,0.4338352401468864,-0.19381954992956685,-0.17001690046327708,0.8783315846092101,['Colon and Rectal Surgery'],Program Director (or Assistant Program Director),10,Midwest,7,99
89,R_269eQpqR00ti374,washu,-0.6199052529726972,0.7699258919149483,1.5669393364864734,-0.9437347886440655,-0.24831594973496243,"['Abdominal Wall/Hernia Surgery', 'Bariatric/Minimally Invasive Surgery', 'Endocrine Surgery']",Program Director (or Assistant Program Director),33,Midwest,7,99
90,R_33ds7o7P5V2FTAY,washu,0.9231366952425578,-0.751261483823974,0.29974220869448237,-0.04134160862822991,-0.4193257192998062,['Thoracic Surgery'],,3,Midwest,7,99
91,R_2fByou8nvRRsOrv,washu,-1.3581170704218948,1.4297311781301631,0.8385796693273515,1.3221131072983385,-0.4038203772173795,"['Hepatopancreaticobiliary Surgery', 'Transplant Surgery']",,6,Midwest,7,99
92,R_2P29uuCaobEYRUw,washu,1.407898118873889,1.047875099828914,0.4448117709898379,0.6023578756830349,0.9060409196031548,['Other'],,,Midwest,7,99
93,R_22VvC1r84TcPmqq,washu,-0.8461203710176767,-1.3442143122861103,0.13526785441501513,-1.0074549446634644,-0.8595158857189045,['Hepatopancreaticobiliary Surgery'],,1,Midwest,7,99
94,R_2bZBslerj3DMla2,washu,-0.8336319780594812,0.7036012301330439,-1.6727405423717996,-0.13976791976703837,-0.6629148569951765,['Cardiac Surgery'],,6,Midwest,7,99
95,R_1E4F9YhMSq1l2SF,washu,-1.3370588615361063,0.14372772219844326,-0.40200199325271785,0.5642999787202639,0.445661836711688,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Trauma Surgery/Critical Care']",Sustainability Director (or Coordinator),22,Midwest,7,99
96,R_UhFGPOiFQyiD7lD,washu,1.0636384568910178,0.49826919843759154,0.7104519984146328,0.5457481245463566,-0.6155428142839487,['Surgical Oncology'],Department Chair,23,Midwest,7,99
97,R_2txR0mP9V8dA351,washu,-1.157855255015505,0.5516468893511137,0.38252043675995717,-0.6814788850065974,1.7390200409662333,['Transplant Surgery'],Program Director (or Assistant Program Director),1,Midwest,7,99
98,R_2anudYeXDJQ6Zsu,washu,1.1162740759989191,1.3131488495083241,0.8501141917415773,-1.7014360972904221,0.4585445907382088,['Pediatric Surgery'],,6,Midwest,7,99
99,R_2CE2cX0g5eeVA13,washu,0.6491200730674435,0.9803939200206887,0.8627073568824271,-0.7840327855083955,0.062120440594741734,['Pediatric Surgery'],Program Director (or Assistant Program Director),26,Midwest,7,99
100,R_2ro1PARHbeh2GrX,washu,-0.4996180284716796,0.2694665475913608,-0.24522462908064213,1.0713705003587959,-0.8881550351951486,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Bariatric/Minimally Invasive Surgery', 'Breast Surgery', 'Colon and Rectal Surgery', 'Endocrine Surgery', 'Hepatopancreaticobiliary Surgery', 'Pediatric Surgery']",,32,Midwest,7,99
101,R_Qh1HxO1KFRChkYN,washu,1.0822118637024898,-0.03835168735998332,-0.34301020210065075,-0.03442548664746523,-0.4008423319653074,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery']",,20,Midwest,7,99
102,R_1IuZy5Ff4HgH6Qy,washu,1.8180114156912313,0.5362491490480161,0.2864198757158725,0.3144889236690562,-0.591726017410124,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Colon and Rectal Surgery', 'Trauma Surgery/Critical Care']",Program Director (or Assistant Program Director),21,Midwest,7,99
103,R_XOpigBJlgrfT6W5,washu,0.07023509797450972,0.6667923604207213,-0.8693787650937178,-1.9896764803642089,-0.1135859403610392,"['Abdominal Wall/Hernia Surgery', 'Hepatopancreaticobiliary Surgery']",Program Director (or Assistant Program Director),16,Midwest,7,99
104,R_2w66EVkTBem7xud,ucsf,-0.03404426875993041,-0.9019287244899657,-0.5674149326013201,0.8315443349174935,-0.7217773487492707,"['Acute Care Surgery/Emergency General Surgery', 'Trauma Surgery/Critical Care']",,15,West,9,123
105,R_27KHJQggTLrIzVp,ucsf,0.5762716906012061,0.5844325364621569,0.09893199125267656,1.0382302314568355,-0.5314056257090214,['Pediatric Surgery'],,44,West,9,123
106,R_2VsFaAFVnUfN9Fy,ucsf,0.01624894393051416,-0.1654969392289965,0.09543996330144365,0.8190194050101205,-1.0105335742078214,['Endocrine Surgery'],,24,West,9,123
107,R_2QRkpAOSaCPPpLW,texastech,-0.01411866351191044,-0.3365857988029413,1.5397371252334162,0.6477122269095951,-0.6430338212078968,"['Abdominal Wall/Hernia Surgery', 'Hepatopancreaticobiliary Surgery', 'Surgical Oncology']",,7,Southwest,6,27
108,R_1jJkcoKRUwvFUst,texastech,-0.5215687261623234,0.6935274404127545,1.182308721372494,1.071434365841304,-0.45731658541758335,['Colon and Rectal Surgery'],,3,Southwest,6,27
109,R_3Pzges8qo3I0CSi,ucsf,1.3905953306580323,0.4665499049699918,1.0103712726834626,0.3290335869269941,-0.2952331247580786,['Pediatric Surgery'],,16,West,9,123
110,R_3JDfe2Ia02SxZnl,texastech,0.500194727531279,-1.2731675446131565,-0.8463375252542339,-0.4350399925532157,-0.2560578542526397,['Plastics Surgery'],,4,Southwest,6,27
111,R_3KxsI7XvqtYgZwK,washu,-0.5538434548742737,-1.6657068384230782,-0.5786511275649989,-0.010037668779700321,0.11446529828487836,['Vascular Surgery'],,20,Midwest,7,99
112,R_3Ed8uhovlsRVJYq,washu,0.8654238476931084,0.9544832952779749,0.06977807082236125,-0.09979706281685877,-0.5431816801650768,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Bariatric/Minimally Invasive Surgery', 'Breast Surgery', 'Cardiac Surgery', 'Colon and Rectal Surgery', 'Endocrine Surgery', 'Hepatopancreaticobiliary Surgery', 'Pediatric Surgery', 'Surgical Oncology', 'Vascular Surgery', 'Thoracic Surgery', 'Trauma Surgery/Critical Care']",,2,Midwest,7,99
113,R_2s6ZUTp6GIuGVOj,ucsf,0.2604336239043603,0.8185406846412272,0.358215700246313,0.849015805656491,-1.0556723515775979,['Thoracic Surgery'],Program Director (or Assistant Program Director),5,West,9,123
114,R_sp3hfKBEOZVf7qx,ucsf,-1.3303341008301575,-1.0073903069043737,1.3311523868527346,-0.7825035096490491,-0.3143121904948733,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Bariatric/Minimally Invasive Surgery']",,15,West,9,123
115,R_1l0KxgxjDGcq2Rv,texastech,-1.000238501849883,-0.028591009807612797,-1.7387133163926651,1.532397523557632,0.12504657050858747,['Acute Care Surgery/Emergency General Surgery'],Department Chair,,Southwest,6,27
116,R_2dF0hbaD1IswgJq,texastech,1.3204978628130957,-1.100041519060921,0.6650204385152014,0.5324132346252883,-1.0151337688154363,['Plastics Surgery'],,1,Southwest,6,27
